,publication,url,article_title,date,is_uni_newspaper
1745,craigdailypress,https://www.craigdailypress.com/news/education/integrated-communities-pilot-program-sets-young-students-up-for-success/,Integrated Communities pilot program sets young students up for success,2024-07-21,0
1746,craigdailypress,https://www.craigdailypress.com/news/scientists-discover-fatal-staggering-disease-in-colorado-mountain-lion-raising-concern-about-spread-of-new-virus-in-us/,"Scientists discover fatal ‘staggering disease’ in Colorado mountain lion, raising concern about spread of new virus in U.S.",2024-07-20,0
1747,craigdailypress,https://www.craigdailypress.com/news/moffat-county-fbla-students-hone-business-prowess-at-national-event/,Moffat County FBLA students hone business prowess at national event,2024-07-19,0
1748,craigdailypress,https://www.craigdailypress.com/news/us-40-closed-east-of-hayden-due-to-crash/,No injuries reported after wreck closes US 40 east of Hayden,2024-07-19,0
1749,craigdailypress,https://www.craigdailypress.com/news/mcsd-whiteboard-moffat-county-high-school-gym-coming-in-october/,MCSD Whiteboard: Moffat County High School gym coming in October,2024-07-19,0
1750,craigdailypress,https://www.craigdailypress.com/news/colorado-poultry-workers-battle-bird-flu-in-heat-wave-as-us-struggles-to-contain-outbreak/,Colorado poultry workers battle bird flu in heat wave as U.S. struggles to contain outbreak,2024-07-18,0
1751,craigdailypress,https://www.craigdailypress.com/news/pipis-pasture-a-really-big-garden/,Pipi’s Pasture: A really big garden,2024-07-18,0
1752,craigdailypress,https://www.craigdailypress.com/news/health-column-importance-of-cross-training-for-athletes-of-all-ages/,Health column: Importance of cross training for athletes of all ages,2024-07-18,0
1753,craigdailypress,https://www.craigdailypress.com/news/cpw-seeks-feedback-on-5-year-plan-to-improve-outdoor-recreation/,CPW seeks feedback on 5-year plan to improve outdoor recreation,2024-07-18,0
1754,craigdailypress,https://www.craigdailypress.com/news/register-open-for-events-at-yampa-valley-crane-festival/,Register open for events at Yampa Valley Crane Festival,2024-07-18,0
1755,thedailycamera,https://www.dailycamera.com/2024/07/25/2024-paris-olympics-opening-ceremony-weather/,It might rain during the Paris Olympics’ ambitious opening ceremony,2024-07-25,0
1756,thedailycamera,https://www.dailycamera.com/2024/07/25/heres-what-boulder-county-book-lovers-are-reading-19/,Here’s what Boulder County book lovers are reading,2024-07-25,0
1757,thedailycamera,https://www.dailycamera.com/2024/07/25/how-to-watch-the-2024-olympics-opening-ceremony/,How to watch the 2024 Olympics opening ceremony,2024-07-25,0
1758,thedailycamera,https://www.dailycamera.com/2024/07/25/shelf-life-big-book-sale-in-lafayette-author-talks-book-clubs-and-more/,"Shelf Life: Big book sale in Lafayette, author talks, book clubs and more",2024-07-25,0
1759,thedailycamera,https://www.dailycamera.com/2024/07/25/best-nonstick-pans/,Best nonstick pans,2024-07-25,0
1760,thedailycamera,https://www.dailycamera.com/2024/07/25/2024-paris-olympics-opening-ceremony-preview/,"With big goals and gambles, Paris aims to reset the Olympics with a wow opening",2024-07-25,0
1761,thedailycamera,https://www.dailycamera.com/2024/07/25/local-author-spotlight-0726/,Local Author Spotlight: Four area authors share new releases,2024-07-25,0
1762,thedailycamera,https://www.dailycamera.com/2024/07/25/boulder-area-events-for-thursday-july-25-jackson-cloud-performance-at-trident-booksellers/,"Boulder-area events for Thursday, July 25: Jackson Cloud performance at Trident Booksellers",2024-07-25,0
1763,thedailycamera,https://www.dailycamera.com/2024/07/25/boulder-weather-high-of-96-with-areas-of-smoky-skies/,Boulder weather: High of 96 with areas of smoky skies,2024-07-25,0
1764,thedailycamera,https://www.dailycamera.com/2024/07/25/chipotle-opening-new-denver-boulder-locations-drive-through/,Chipotle opening two new Colorado locations — one with a drive-through lane,2024-07-25,0
1765,dailyrecord,https://www.canoncitydailyrecord.com/2024/07/25/united-states-marshals-service-tactical-team-arrests-dangerous-fugitive-in-penrose/,United States Marshals Service tactical team arrests dangerous fugitive in Penrose,2024-07-25,0
1766,dailyrecord,https://www.canoncitydailyrecord.com/2024/07/25/best-nonstick-pans/,Best nonstick pans,2024-07-25,0
1767,dailyrecord,https://www.canoncitydailyrecord.com/2024/07/25/fremont-county-sheriff-man-arrested-on-suspicion-of-assault-menacing/,"Fremont County Sheriff: Man arrested on suspicion of assault, menacing",2024-07-25,0
1768,dailyrecord,https://www.canoncitydailyrecord.com/2024/07/25/asking-eric-grandkids-are-being-kept-away-from-dentist/,Asking Eric: Grandkids are being kept away from dentist,2024-07-25,0
1769,dailyrecord,https://www.canoncitydailyrecord.com/2024/07/25/your-free-daily-horoscope-for-july-25-2024/,"Your Free Daily Horoscope for July 25, 2024",2024-07-25,0
1770,dailyrecord,https://www.canoncitydailyrecord.com/2024/07/24/pamela-cabriales-remi-cordova-murder-da-mccann-misconduct/,Judges finds no misconduct by Denver DA Beth McCann in teen murder case,2024-07-24,0
1771,dailyrecord,https://www.canoncitydailyrecord.com/2024/07/24/polling-shows-harris-honeymoon-underway-team-trump-says-it-wont-last/,Polling shows ‘Harris honeymoon’ underway; team Trump says it won’t last,2024-07-24,0
1772,dailyrecord,https://www.canoncitydailyrecord.com/2024/07/24/whitewater-celebration-get-the-vip-treatment-at-the-royal-gorge-whitewater-festival-this-year/,Whitewater Celebration: Get the VIP treatment at the Royal Gorge Whitewater Festival this year,2024-07-24,0
1773,dailyrecord,https://www.canoncitydailyrecord.com/2024/07/24/colorado-cows-milk-bird-flu-h5ni-avian-influenza/,Colorado orders dairies to test milk to curb spread of bird flu,2024-07-24,0
1774,dailyrecord,https://www.canoncitydailyrecord.com/2024/07/24/travel-what-its-like-to-see-a-concert-at-the-sphere-in-las-vegas/,Travel: What it’s like to see a concert inside the Sphere in Las Vegas,2024-07-24,0
1775,thedenverpost,https://www.denverpost.com/2024/07/25/paris-olympics-schedule-2024/,"2024 Paris Olympics event schedule by day, sports and more",2024-07-25,0
1776,thedenverpost,https://www.denverpost.com/2024/07/25/best-nonstick-pans/,Best nonstick pans,2024-07-25,0
1777,thedenverpost,https://www.denverpost.com/2024/07/25/photos-netanyahu-israel-palestine-protest-denver/,PHOTOS: Netanyahu’s address to Congress sparks march through downtown Denver,2024-07-25,0
1778,thedenverpost,https://www.denverpost.com/2024/07/25/thornton-homicide-hit-and-run-crash-matthew-lopez-suspect-arrested/,Adams County man arrested on suspicion of homicide after Thornton hit-and-run crash,2024-07-25,0
1779,thedenverpost,https://www.denverpost.com/2024/07/25/wildfires-prompt-california-evacuations-as-crews-battle-oregon-and-idaho-fires-stoked-by-lightning-2/,Wildfires prompt California evacuations as crews battle Oregon and Idaho fires stoked by lightning,2024-07-25,0
1780,thedenverpost,https://www.denverpost.com/2024/07/25/denver-band-the-fray-new-album-concerts-singer/,"The Fray is back with a new lineup, music and shows. What took so long?",2024-07-25,0
1781,thedenverpost,https://www.denverpost.com/2024/07/25/chipotle-opening-new-denver-boulder-locations-drive-through/,Chipotle opening two new Colorado locations — one with a drive-through lane,2024-07-25,0
1782,thedenverpost,https://www.denverpost.com/2024/07/25/missing-teenager-woodland-park-police-search/,Teenager with cognitive impairment reported missing from Woodland Park,2024-07-25,0
1783,thedenverpost,https://www.denverpost.com/2024/07/25/southwest-airlines-assigns-seats/,"Southwest breaks with 50-year tradition and will assign seats; profit falls at Southwest, American",2024-07-25,0
1784,thedenverpost,https://www.denverpost.com/2024/07/25/best-outdoors-podcasts-stories-outside-adventure/,Is your next outdoor misadventure fit for a podcast episode?,2024-07-25,0
1785,estesparktrailgazette,https://www.eptrail.com/2024/07/25/best-nonstick-pans/,Best nonstick pans,2024-07-25,0
1786,estesparktrailgazette,https://www.eptrail.com/2024/07/25/off-the-beaten-trail-quilt-exhibit-takes-the-traditional-pastime-to-a-new-level-of-creativity/,Off the Beaten Trail: Quilt exhibit takes the traditional pastime to a new level of creativity,2024-07-25,0
1787,estesparktrailgazette,https://www.eptrail.com/2024/07/25/new-business-growth-amidst-adversity-in-estes-park/,New business growth amidst adversity in Estes Park,2024-07-25,0
1788,estesparktrailgazette,https://www.eptrail.com/2024/07/25/the-hidden-costs-of-cash-purchases-in-real-estate/,The hidden costs of cash purchases in real estate,2024-07-25,0
1789,estesparktrailgazette,https://www.eptrail.com/2024/07/25/vacation-races-coming-to-estes-park-aug-2-and-3/,Vacation Races coming to Estes Park Aug. 2 and 3,2024-07-25,0
1790,estesparktrailgazette,https://www.eptrail.com/2024/07/25/upcoming-events-and-movies-at-estes-park-movie-theaters/,Upcoming events and movies at Estes Park movie theaters,2024-07-25,0
1791,estesparktrailgazette,https://www.eptrail.com/2024/07/25/ymca-spotlight-there-is-still-time-to-register-for-the-ys-summer-nature-workshops/,YMCA Spotlight: There is still time to register for the Y’s summer nature workshops,2024-07-25,0
1792,estesparktrailgazette,https://www.eptrail.com/2024/07/25/participate-in-the-childcare-funding-plan-process-this-august/,Participate in the Childcare Funding Plan process this August,2024-07-25,0
1793,estesparktrailgazette,https://www.eptrail.com/2024/07/25/inside-faith-find-a-way-to-be-filled-with-the-holy-spirit/,INSIDE FAITH: Find a way to be filled with the Holy Spirit,2024-07-25,0
1794,estesparktrailgazette,https://www.eptrail.com/2024/07/25/today-a-10-percent-chance-of-showers-and-thunderstorms-sunny-with-a-high-near-85/,"Today – A 10 percent chance of showers and thunderstorms, sunny, with a high near 85",2024-07-25,0
1795,fortmorgantimes,https://www.fortmorgantimes.com/2024/07/25/best-nonstick-pans/,Best nonstick pans,2024-07-25,0
1796,fortmorgantimes,https://www.fortmorgantimes.com/2024/07/25/asking-eric-grandkids-are-being-kept-away-from-dentist/,Asking Eric: Grandkids are being kept away from dentist,2024-07-25,0
1797,fortmorgantimes,https://www.fortmorgantimes.com/2024/07/25/your-free-daily-horoscope-for-july-25-2024/,"Your Free Daily Horoscope for July 25, 2024",2024-07-25,0
1798,fortmorgantimes,https://www.fortmorgantimes.com/2024/07/24/chs-high-plains-grain-bids-for-july-24/,CHS High Plains grain bids for July 24,2024-07-24,0
1799,fortmorgantimes,https://www.fortmorgantimes.com/2024/07/24/faulty-parts-likely-to-delay-street-projects/,Faulty parts likely to delay street projects,2024-07-24,0
1800,fortmorgantimes,https://www.fortmorgantimes.com/2024/07/24/dr-marlon-escamilla-rodriguez-selected-as-2024-25-fulbright-scholar-in-residence-at-mcc/,Dr. Marlon Escamilla Rodriguez selected as 2024-25 Fulbright Scholar-in-Residence at MCC,2024-07-24,0
1801,fortmorgantimes,https://www.fortmorgantimes.com/2024/07/24/travel-what-its-like-to-see-a-concert-at-the-sphere-in-las-vegas/,Travel: What it’s like to see a concert inside the Sphere in Las Vegas,2024-07-24,0
1802,fortmorgantimes,https://www.fortmorgantimes.com/2024/07/24/deadpool-wolverine-review-disneys-fun-team-up-romp-retains-r-rated-zest/,‘Deadpool & Wolverine’ review: Disney’s fun team-up romp retains R-rated zest,2024-07-24,0
1803,fortmorgantimes,https://www.fortmorgantimes.com/2024/07/24/recipe-chicken-with-roasted-grapes-garlic-and-rosemary-is-irresistible/,"Recipe: Chicken with Roasted Grapes, Garlic and Rosemary is irresistible",2024-07-24,0
1804,fortmorgantimes,https://www.fortmorgantimes.com/2024/07/24/the-nations-911-system-is-on-the-brink-of-its-own-emergency/,The nation’s 911 system is on the brink of its own emergency,2024-07-24,0
1805,greeleytribune,https://www.greeleytribune.com/2024/07/25/2024-paris-olympics-opening-ceremony-weather/,It might rain during the Paris Olympics’ ambitious opening ceremony,2024-07-25,0
1806,greeleytribune,https://www.greeleytribune.com/2024/07/25/how-to-watch-the-2024-olympics-opening-ceremony/,How to watch the 2024 Olympics opening ceremony,2024-07-25,0
1807,greeleytribune,https://www.greeleytribune.com/2024/07/25/best-nonstick-pans/,Best nonstick pans,2024-07-25,0
1808,greeleytribune,https://www.greeleytribune.com/2024/07/25/2024-paris-olympics-opening-ceremony-preview/,"With big goals and gambles, Paris aims to reset the Olympics with a wow opening",2024-07-25,0
1809,greeleytribune,https://www.greeleytribune.com/2024/07/25/colorado-western-slope-peaches-price-increases/,Why the price of Colorado-grown peaches is going up,2024-07-25,0
1810,greeleytribune,https://www.greeleytribune.com/2024/07/25/olympics-tv-schedule-thursday-july-25-2024/,Paris Olympics: Here’s what’s on TV on Thursday,2024-07-25,0
1811,greeleytribune,https://www.greeleytribune.com/2024/07/25/greeley-optometrist-recognized-by-colorado-optometric-association-for-giving-back-to-community/,Greeley optometrist recognized by Colorado Optometric Association for giving back to community,2024-07-25,0
1812,greeleytribune,https://www.greeleytribune.com/2024/07/25/asking-eric-grandkids-are-being-kept-away-from-dentist/,Asking Eric: Grandkids are being kept away from dentist,2024-07-25,0
1813,greeleytribune,https://www.greeleytribune.com/2024/07/25/your-free-daily-horoscope-for-july-25-2024/,"Your Free Daily Horoscope for July 25, 2024",2024-07-25,0
1814,greeleytribune,https://www.greeleytribune.com/2024/07/24/new-familiar-faces-take-new-roles-in-greeleys-city-leadership/,"New, familiar faces take new roles in Greeley’s city leadership",2024-07-25,0
1815,thelamardailynews,https://www.lamarledger.com/2024/07/24/lamar-re-2-school-district-registration-for-2024-2025/,Lamar Re-2 School District Registration for 2024-2025,2024-07-25,0
1816,thelamardailynews,https://www.lamarledger.com/2024/07/24/polling-shows-harris-honeymoon-underway-team-trump-says-it-wont-last/,Polling shows ‘Harris honeymoon’ underway; team Trump says it won’t last,2024-07-24,0
1817,thelamardailynews,https://www.lamarledger.com/2024/07/24/travel-what-its-like-to-see-a-concert-at-the-sphere-in-las-vegas/,Travel: What it’s like to see a concert inside the Sphere in Las Vegas,2024-07-24,0
1818,thelamardailynews,https://www.lamarledger.com/2024/07/24/deadpool-wolverine-review-disneys-fun-team-up-romp-retains-r-rated-zest/,‘Deadpool & Wolverine’ review: Disney’s fun team-up romp retains R-rated zest,2024-07-24,0
1819,thelamardailynews,https://www.lamarledger.com/2024/07/24/recipe-chicken-with-roasted-grapes-garlic-and-rosemary-is-irresistible/,"Recipe: Chicken with Roasted Grapes, Garlic and Rosemary is irresistible",2024-07-24,0
1820,thelamardailynews,https://www.lamarledger.com/2024/07/24/rocky-ford-dump-truck-crash-fatal/,"Rocky Ford man killed, CDOT worker injured in dump truck crash on U.S. 50",2024-07-24,0
1821,thelamardailynews,https://www.lamarledger.com/2024/07/24/the-nations-911-system-is-on-the-brink-of-its-own-emergency/,The nation’s 911 system is on the brink of its own emergency,2024-07-24,0
1822,thelamardailynews,https://www.lamarledger.com/2024/07/24/dental-therapists-who-can-fill-cavities-and-check-teeth-get-the-ok-in-more-states/,"Dental therapists, who can fill cavities and check teeth, get the OK in more states",2024-07-24,0
1823,thelamardailynews,https://www.lamarledger.com/2024/07/24/olympics-opening-ceremony-will-celine-dion-make-a-comeback/,Olympics opening ceremony: Will Celine Dion make a comeback?,2024-07-24,0
1824,thelamardailynews,https://www.lamarledger.com/2024/07/24/considering-college-at-25-heres-what-to-know-before-you-enroll/,Considering college at 25+? Here’s what to know before you enroll,2024-07-24,0
1825,northfortynews,https://northfortynews.com/category/uncategorized/poudre-libraries-seeks-new-board-of-trustees-member-applications/,Poudre Libraries Seeks New Board of Trustees Member Applications,2024-07-25,0
1826,northfortynews,https://northfortynews.com/category/news/man-shoots-officer-gets-killed-in-fort-collins-grandview-cemetery/,Man Shoots Officer: Gets Killed in Fort Collins Grandview Cemetery,2024-07-25,0
1827,northfortynews,https://northfortynews.com/category/news/southbound-11th-avenue-in-greeley-to-close-july-22-31-for-water-project/,Southbound 11th Avenue in Greeley to Close July 22-31 for Water Project,2024-07-24,0
1828,northfortynews,https://northfortynews.com/category/health-and-wellness/hearing-aid-use-could-reduce-risks-of-dementia/,Hearing-aid Use Could Reduce Risks of Dementia,2024-07-24,0
1829,northfortynews,https://northfortynews.com/category/law/the-importance-of-documenting-evidence-in-personal-injury-claims/,The Importance of Documenting Evidence in Personal Injury Claims,2024-07-24,0
1830,northfortynews,https://northfortynews.com/category/art-lifestyle/comedy-festival-returns-to-loveland/,Comedy Festival Returns to Loveland,2024-07-24,0
1831,northfortynews,https://northfortynews.com/category/health-and-wellness/revolutionizing-opioid-dependence-treatment-with-suboxone-alternatives/,Revolutionizing Opioid Dependence Treatment With Suboxone Alternatives,2024-07-24,0
1832,northfortynews,https://northfortynews.com/category/business-education/how-can-colorado-businesses-stand-out-from-market-competitors/,How Can Colorado Businesses Stand Out From Market Competitors?,2024-07-24,0
1833,northfortynews,https://northfortynews.com/category/sports/rapids-await-archive-collection-treatment/,Rapids Await Archive Collection Treatment,2024-07-24,0
1834,northfortynews,https://northfortynews.com/category/sports/how-different-types-of-sports-netting-impact-ball-trajectory/,How Different Types of Sports Netting Impact Ball Trajectory,2024-07-22,0
1835,steamboatpilot,https://www.steamboatpilot.com/news/after-threat-of-legal-action-oak-creek-fire-district-turns-to-discovery-for-help-with-temporary-housing-plans/,"After threat of legal action, Oak Creek Fire District turns to Discovery for help with temporary housing plans",2024-07-25,0
1836,steamboatpilot,https://www.steamboatpilot.com/news/yampa-valley-balloon-rodeo-set-to-rise-again-this-week/,Yampa Valley Balloon Rodeo set to rise again this week,2024-07-25,0
1837,steamboatpilot,https://www.steamboatpilot.com/news/ioc-announces-host-of-2034-winter-olympic-games/,IOC announces host of 2034 Winter Olympic Games and it’s close to Colorado,2024-07-25,0
1838,steamboatpilot,https://www.steamboatpilot.com/news/carls-tavern-comes-full-circle-as-original-owner-buys-back-business-with-plans-to-open-a-new-restaurant/,Carl’s Tavern comes full circle as original owner buys back business with plans to open a new restaurant,2024-07-25,0
1839,steamboatpilot,https://www.steamboatpilot.com/opinion/letter-to-the-editor/letter-caseys-pond-is-worth-saving-can-you-help/,Letter: Casey’s Pond is worth saving. Can you help?,2024-07-24,0
1840,steamboatpilot,https://www.steamboatpilot.com/news/colorados-july-wolf-activity-map-includes-update-on-hazing-rumors-wolf-pups/,"Colorado’s July wolf activity map includes update on hazing rumors, wolf pups",2024-07-24,0
1841,steamboatpilot,https://www.steamboatpilot.com/news/public-input-sought-on-proposed-hilltop-administrative-site-lease/,Public input sought on proposed Hilltop Administrative Site lease,2024-07-24,0
1842,steamboatpilot,https://www.steamboatpilot.com/news/targeting-specific-counties-on-the-western-slope-colorado-dems-put-funding-into-routt/,"Targeting specific counties on the Western Slope, Colorado Dems decide to invest in Routt",2024-07-24,0
1843,steamboatpilot,https://www.steamboatpilot.com/news/sundance-grand-prize-winner-streaming-free-with-library-card/,Sundance Grand Prize winner streaming free with library card,2024-07-24,0
1844,steamboatpilot,https://www.steamboatpilot.com/news/hayden-library-names-reader-of-the-week/,Hayden Library names Reader of the Week,2024-07-24,0
1845,steamboatpilot,https://www.steamboatpilot.com/news/preventing-the-noxious-takeover-landowners-can-help-uproot-the-weed-problem-in-routt-county/,Preventing the noxious takeover: Landowners can help uproot the weed problem in Routt County,2024-07-24,0
1846,steamboatpilot,https://www.steamboatpilot.com/news/owners-of-gondola-pub-grill-throw-party-celebrating-40-years-of-business-at-base-of-steamboat-resort/,Owners of Gondola Pub & Grill throw party celebrating 40 years of business at base of Steamboat Resort,2024-07-24,0
1847,steamboatpilot,https://www.steamboatpilot.com/news/routt-hires-csu-master-instructor-as-assistant-county-manager/,Routt hires CSU master instructor as assistant county manager,2024-07-24,0
1848,steamboatpilot,https://www.steamboatpilot.com/news/u-s-forest-service-issues-final-decision-for-bears-ears-fuel-reduction-and-restoration-project/,U.S. Forest Service issues final decision for Bears Ears fuel reduction and restoration project,2024-07-24,0
1849,steamboatpilot,https://www.steamboatpilot.com/opinion/letter-to-the-editor/letter-make-sure-to-catch-the-shadow-catcher-at-the-museum/,Letter: Make sure to catch ‘The Shadow Catcher’ at the museum,2024-07-23,0
1850,steamboatpilot,https://www.steamboatpilot.com/opinion/letter-to-the-editor/letter-hopefully-residents-at-caseys-pond-will-not-have-to-move-out/,"Letter: Hopefully, residents at Casey’s Pond will not have to move out",2024-07-23,0
1851,steamboatpilot,https://www.steamboatpilot.com/news/community-agriculture-alliance-landowners-should-remain-vigilant-as-area-tries-to-keep-grasshoppers-under-control/,Community Agriculture Alliance: Landowners should remain vigilant as area tries to keep grasshoppers under control,2024-07-23,0
1852,steamboatpilot,https://www.steamboatpilot.com/news/tales-from-the-tread-utter-family-wagon-journeys-and-homesteading/,"Tales from the Tread: Utter family wagon, journeys and homesteading",2024-07-23,0
1853,steamboatpilot,https://www.steamboatpilot.com/opinion/dylan-roberts-a-great-town-hall-tour/,Dylan Roberts: A great town hall tour,2024-07-23,0
1854,steamboatpilot,https://www.steamboatpilot.com/news/weekly-wellness-getting-a-handle-on-hand-and-finger-surgery/,Weekly Wellness: Getting a handle on hand and finger surgery,2024-07-23,0
1855,summitdailynews,https://www.summitdaily.com/news/opinion-scott-m-estill-dillon-town-council-doesnt-understand/,Opinion | Scott M. Estill: Dillon Town Council doesn’t understand,2024-07-25,0
1856,summitdailynews,https://www.summitdaily.com/news/breckenridge-works-on-finalizing-concepts-for-the-reconfiguration-of-a-key-area-of-town/,Breckenridge works on finalizing concepts for the reconfiguration of a key area of town,2024-07-25,0
1857,summitdailynews,https://www.summitdaily.com/news/breckenridge-nico-lasse-konecny-usa-cycling-mountain-bike-nationals/,"Breckenridge brothers, Nico and Lasse Konecny, overcome setbacks to make podium at nationals",2024-07-25,0
1858,summitdailynews,https://www.summitdaily.com/news/colorado-fire-restrictions-bans-danger/,Fire danger is high in Summit County. So why aren’t bans on campfires in place?,2024-07-25,0
1859,summitdailynews,https://www.summitdaily.com/news/colorado-wolf-map-july-hazing-pups/,"Colorado’s July wolf activity map includes update on hazing rumors, wolf pups",2024-07-24,0
1860,summitdailynews,https://www.summitdaily.com/news/meet-colorados-hardest-working-investigator-trained-to-sniff-out-suspicious-fires/,Meet Colorado’s hardest-working investigator trained to sniff out suspicious fires,2024-07-24,0
1861,summitdailynews,https://www.summitdaily.com/news/colorado-water-death-record-2024/,Colorado officials issue hundreds of life-jacket citations in record-breaking enforcement blitz amid deadly summer of drownings,2024-07-24,0
1862,summitdailynews,https://www.summitdaily.com/news/colorado-weather-monsoon-summit-county/,Has monsoon season begun in Colorado? It’s hard to say.,2024-07-24,0
1863,summitdailynews,https://www.summitdaily.com/opinion/letter-to-the-editor-heres-a-better-way-to-fill-up-our-affordable-housing-stock/,Letter to the editor: Here’s a better way to fill up our affordable housing stock,2024-07-24,0
1864,summitdailynews,https://www.summitdaily.com/news/5th-annual-pickle-in-the-peaks-hosts-over-130-teams-for-three-day-tournament/,Fifth annual Pickle in the Peaks hosts over 130 teams for three-day tournament,2024-07-24,0
1865,summitdailynews,https://www.summitdaily.com/news/colorado-democratic-party-western-slope/,Colorado Democratic Party says it has dominated the Front Range. Now officials are setting their sights on the Western Slope.,2024-07-23,0
1866,summitdailynews,https://www.summitdaily.com/news/colorado-highway-9-closed-northbound-between-breckenridge-and-frisco-detour-in-place/,"UPDATE: Law enforcement provides details on Colorado Highway 9 crash between Breckenridge, Frisco",2024-07-23,0
1867,summitdailynews,https://www.summitdaily.com/news/garlic-from-this-colorado-farm-is-making-neighbors-give-up-grocery-store-bulbs-for-good/,Garlic from this Colorado farm is making neighbors give up grocery store bulbs for good,2024-07-23,0
1868,summitdailynews,https://www.summitdaily.com/news/best-of-summit-voting-ballot-is-finalized-voting-starts-friday/,Best of Summit voting ballot is finalized. Voting starts Friday.,2024-07-23,0
1869,summitdailynews,https://www.summitdaily.com/opinion/letter-to-the-editor-we-need-reject-politicians-that-increase-our-national-debt/,Letter to the editor: We need reject politicians that increase our national debt,2024-07-23,0
1870,summitdailynews,https://www.summitdaily.com/opinion/letter-to-the-editor-we-arent-hopeless-against-the-challenges-we-face/,Letter to the editor: We aren’t hopeless against the challenges we face,2024-07-23,0
1871,summitdailynews,https://www.summitdaily.com/opinion/letter-to-the-editor-lets-commit-ourselves-to-eating-a-dairy-free-diet/,Letter to the editor: Let’s commit ourselves to eating a dairy-free diet,2024-07-23,0
1872,summitdailynews,https://www.summitdaily.com/opinion/letter-to-the-editor-our-politicians-should-help-protect-against-mass-surveillance-issues/,Letter to the editor: Our politicians should help protect against mass surveillance issues,2024-07-23,0
1873,summitdailynews,https://www.summitdaily.com/opinion/letter-to-the-editor-here-are-our-suggestions-for-the-recpath-rules-in-summit-county/,Letter to the editor: Here are our suggestions for the recpath rules in Summit County,2024-07-23,0
1874,summitdailynews,https://www.summitdaily.com/opinion/letter-to-the-editor-duh-the-wildfire-in-breckenridge-started-in-the-clear-cuts/,"Letter to the editor: Duh, the wildfire in Breckenridge started in the clear-cuts",2024-07-23,0
1875,waterburyrepublicanamerican,https://www.rep-am.com/news/2024/07/25/publisher-plans-massive-hillbilly-elegy-reprints-to-meet-demand-for-vp-candidate-jd-vances-book/,Publisher plans massive ‘Hillbilly Elegy’ reprints to meet demand for VP candidate JD Vance’s book,2024-07-25,0
1876,waterburyrepublicanamerican,https://www.rep-am.com/news/2024/07/25/how-to-watch-the-2024-olympics-opening-ceremony/,How to watch the 2024 Olympics opening ceremony,2024-07-25,0
1877,waterburyrepublicanamerican,https://www.rep-am.com/localnews/2024/07/25/i-solemnly-swear-that-i-am-up-to-no-good-waterbury-ready-for-a-harry-potter-weekend/,‘I solemnly swear that I am up to no good:’ Waterbury ready for a Harry Potter weekend,2024-07-25,0
1878,waterburyrepublicanamerican,https://www.rep-am.com/news/2024/07/25/2140660/,Biden and Harris set to meet Netanyahu following his fiery Congress address,2024-07-25,0
1879,waterburyrepublicanamerican,https://www.rep-am.com/localnews/2024/07/25/wolcott-recycling-center-closed-saturday-due-to-waste-event/,Wolcott recycling center closed Saturday due to waste event,2024-07-25,0
1880,waterburyrepublicanamerican,https://www.rep-am.com/localnews/2024/07/25/state-oks-724k-grant-to-replace-local-bridge-in-sharon/,State OKs $724K grant to replace local bridge in Sharon,2024-07-25,0
1881,waterburyrepublicanamerican,https://www.rep-am.com/featured/2024/07/25/concert-review-sammy-hagar-gives-the-van-halen-fans-what-they-have-been-waiting-for/,Concert review: Sammy Hagar gives the Van Halen fans what they have been waiting for,2024-07-25,0
1882,waterburyrepublicanamerican,https://www.rep-am.com/e-edition/2024/07/25/wa0725a01/,Today’s Edition,2024-07-25,0
1883,waterburyrepublicanamerican,https://www.rep-am.com/today_in_history/2024/07/24/today-in-history-july-25/,Today in History: July 25,2024-07-25,0
1884,waterburyrepublicanamerican,https://www.rep-am.com/sports/2024/07/24/cleaveland-if-you-dont-watch-wnba-take-a-second-look/,"Cleaveland: If you don’t watch WNBA, take a second look",2024-07-25,0
1885,waterburyrepublicanamerican,https://www.rep-am.com/sports/2024/07/24/rockies-score-record-20-runs-in-beating-red-sox/,Rockies score record 20 runs in beating Red Sox,2024-07-25,0
1886,waterburyrepublicanamerican,https://www.rep-am.com/sports/2024/07/24/mets-use-home-run-barrage-to-sweep-yankees/,Mets use home run barrage to sweep Yankees,2024-07-25,0
1887,waterburyrepublicanamerican,https://www.rep-am.com/sports/local_sports/2024/07/24/amateur-baseball-naugy-17ufalls-to-milford-silverbacks-blanked/,Amateur baseball: Naugy 17Ufalls to Milford; Silverbacks blanked,2024-07-25,0
1888,waterburyrepublicanamerican,https://www.rep-am.com/life-arts/2024/07/24/didi-a-warm-nostalgic-hug-from-2008/,"‘Dìdi’ a warm, nostalgic hug from 2008",2024-07-25,0
1889,waterburyrepublicanamerican,https://www.rep-am.com/life-arts/2024/07/24/dead-poor-deadpoll-wolverine-full-of-sound-and-fury-signifying-nothing/,"Dead poor: ‘Deadpool & Wolverine’ full of sound and fury, signifying nothing",2024-07-25,0
1890,waterburyrepublicanamerican,https://www.rep-am.com/life-arts/2024/07/24/check-out-some-og-ghostbusters/,What to stream: Check out some OG ‘Ghostbusters’,2024-07-25,0
1891,waterburyrepublicanamerican,https://www.rep-am.com/news/2024/07/24/biden-says-nations-democracy-lies-in-the-hands-of-voters/,Biden says nation’s democracy lies in the hands of voters,2024-07-25,0
